address,aka_name,city,dba_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,location,longitude,results,risk,state,violations,zip
3478 N CLARK ST ,ROADHOUSE 66 GAS N' GRILL,CHICAGO,ROADHOUSE 66 GAS N' GRILL,Restaurant,2014-08-15T00:00:00.000,1493688,Canvass,41.945490352324526,30598.0,"{'type': 'Point', 'coordinates': [-87.655309023113, 41.945490352325]}",-87.65530902311264,Pass,Risk 1 (High),IL,"41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: INSTRUCTED TO ELEVATE STOCK 6' OFF THE FLOOR AT ALL TIMES. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: FOUND FOOD DEBRIS IN CREVICES ALONG THE BOTTOM OF THE MEAT SLICER. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN. 
FOUND GREASE BUILDUP IN THE LOWER COMPARTMENT OF THE DEEP FRYER. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: PROVIDE THERMOMETER FOR COLD-HOLDING REFRIGERATOR IN FOOD PREP AREA.",60657.0
1149-1155 N WELLS ST ,HASHBROWN'S,CHICAGO,HASHBROWNS ON WELLS,Restaurant,2014-11-18T00:00:00.000,1501971,Canvass,41.90353561893021,2252854.0,"{'type': 'Point', 'coordinates': [-87.634320594865, 41.90353561893]}",-87.6343205948647,Fail,Risk 1 (High),IL,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN THE FLOOR DRAINS TO ELIMINATE PEST HARBORAGE CONDITIONS. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED LIVE FRUIT FLIES ON THE WALLS AND CEILING OF THE FOOD PREP AREA, DINING AREA AND WOMEN'S WASHROOM.  APPROXIMATELY 50 LIVE FRUIT FLIES WERE OBSERVED IN THESE AREAS.   ADDITIONAL PEST CONTROL SERVICE IS NEEDED TO MINIMIZE OR ELIMINATE THE PEST ACTIVITY.  SERIOUS VIOLATION 7-38-020.",60610.0
11203 S CORLISS AVE ,111TH STREET OTB,CHICAGO,111TH STREET OTB,Restaurant,2010-11-23T00:00:00.000,466003,Task Force Liquor 1475,41.69074200662608,2049803.0,"{'type': 'Point', 'coordinates': [-87.600677902151, 41.690742006626]}",-87.60067790215122,Fail,Risk 2 (Medium),IL,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: Adequate and convenient toilet facilities shall be provided.  They should be properly designed, maintained, and accessible to employees at all times. MUST INSTALL EXPOSE HAND SINK AT BOTH BARS ON PREMISES TO CITY PLUMBING,HOT/COLD WATER  AND  SOAP/TOWEL DEVICE.",60628.0
6250 N CLARK ST ,DUNKIN DONUTS,CHICAGO,DUNKIN DONUTS,Restaurant,2010-08-11T00:00:00.000,88500,Canvass,41.99585325362753,23610.0,"{'type': 'Point', 'coordinates': [-87.670346622447, 41.995853253628]}",-87.6703466224474,Pass,Risk 2 (Medium),IL,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. All utensils shall be thoroughly cleaned and sanitized after each usage. non food contact surfaces of cooler shelving not clean need cleaning, storage shelving/racks need cleaning. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. floors under heavy equipment, cooking equipment in prep areas, and rear kitchen under shelving need detailed cleaning. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned. Use dustless cleaning methods. ceiling in front prep area needs cleaning. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: All rooms in which food or drink is prepared, or in which utensils are washed, shall be lighted so that a minimum of 50-foot candles of light is available on all work surfaces. Shielding to protect against broken glass falling into food shall be provided for all artificial lighting sources in preparation, service, and display facilities. light shields in prep areas not clean need cleaning. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: The flow of air discharged from kitchen fans shall always be through a duct to a point above the roofline. Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health. exhaust vents(ventilation)in prep areas, kitchen areas need cleaning. exhaust vents(ventilation)in bathrooms need cleaning.",60660.0
10-16 S WABASH AVE ,ADMUS,CHICAGO,THE SILVERSMITH HOTEL & SUITES,Restaurant,2012-11-09T00:00:00.000,1114546,Canvass,41.88181876616734,2079886.0,"{'type': 'Point', 'coordinates': [-87.626353172901, 41.881818766167]}",-87.62635317290135,Pass w/ Conditions,Risk 1 (High),IL,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN WALLS/CEILINGS IN THE DRY STORAGE CLOSET AREA. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: MUST PROVIDE A SHIELD TO THE LIGHT IN THE WALK IN COOLER # 3. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST FIX THE LEAKS AT THE BASE OF THE FAUCET (COLD WATER KNOB) ON THE 2 COMP. SINK (BY WALK IN COOLER #3)AND AT THE PIPE OF THE EXPOSED HAND WASHING SINK IN THE FRONT PREP AREA. | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: FOUND FOOD HANDLER IN FRONT PREP AREA NOT WEARING A HAIR RESTRAINT. ALL FOOD HANDLERS MUST WEAR HAIR RESTRAINTS. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: MUST STORE ALL WASH CLOTHS IN SANITIZING SOLUTION WHEN NOT IN USE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN AND MAINTAIN THE INTERIOR OF THE ICE CREAM FREEZER-REMOVE EXCESS ICE BUILD UP. MUST DETAIL CLEAN AND MAINTAIN THE INTERIOR OF THE DEEP FRYERS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST RECAULK AROUND EXPOSED HAND WASHING SINK BY 3-COMP. IN THE REAR PREP AREA. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST PROVIDE A COVER FOR THE ICE BIN (BOTH SIDES)AT THE BAR. 
 | 6. HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS. - Comments: POOR HYGIENIC PRACTICES: FOUND FOOD HANDLER SLICING MEATS, WIPING DOWN SLICER AND PREP TABLE, TOUCHING GARBAGE CAN THEN TAKE A PAPER TOWEL WIPE GLOVES OFF THEN START TOUCHING READY TO EAT FOODS (TOMATOES, ONIONS AND PICKLES) WITH OUT PROPERLY WASHING HANDS. INSTRUCTED TO PROPERLY WASH HANDS WHEN MULTI TASKING, CLEANING AREA, HANDLING RAW FOODS, CHANGING GLOVES,ETC. AFTER A SECOND REQUEST FOOD HANDLER THEN REMOVED GLOVES AND WASHED HANDS. CRITICAL VIOLATION 7-38-010(A) | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DETAIL CLEAN AND MAINTAIN INTERIOR OF ALL FLOOR DRAINS AND FLOORS IN ALL CORNERS.",60603.0
5458 S HALSTED ST ,HALSTED FOOD MARKET,CHICAGO,HALSTED FOOD MARKET,Restaurant,2010-04-13T00:00:00.000,74393,License,41.79439796089136,2021062.0,"{'type': 'Point', 'coordinates': [-87.645309525468, 41.794397960891]}",-87.64530952546774,Fail,Risk 2 (Medium),IL,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: A certified food service manager must be present in all establishments at which potentially hazardous food is prepared or served. 
MUST PROVIDE A CURRENT CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines. 
MUST MAKE AND KEEP ALL EXIT DOORS TIGHT FITTING, PREVENTING RODENT/INSECT ENTRANCE AND HORBAGE. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: The area outside of the establishment used for the storage of garbage shall be clean at all times and shall not constitute a nuisance. 
DETAIL CLEAN OUTSIDE WASTE GREASE CONTAINER, SIDES AND LID.   | 27. TOILET ROOMS ENCLOSED CLEAN, PROVIDED WITH HAND CLEANSER, SANITARY HAND DRYING DEVICES AND PROPER WASTE RECEPTACLES - Comments: In all food establishments, toilet facilities shall be kept clean and in good repair and shall include an adequate supply of hot and cold or tempered water, soap, and approved sanitary towels or other approved hand-drying devices. 
MUST DETAIL CLEAN EMPLOYEE'S WASHROOM, THE TOILET BOWL AND WASHBOWL NOT CLEAN, BLACK LINES AROUND BOTH.  | 6. HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS. - Comments: All employees who handle food shall wash their hands as often as necessary to maintain a high degree of personal cleanliness and should conform to hygienic practices prescribed by the Board of Health. 
PROVIDE SOAP AND HANDTOWELS (PAPER) AT ALL HAND SINKS. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: Containers and utensils shall be inverted, covered, or otherwise protected from contamination until used.  All single-service drinking straws and containers shall be discarded immediately after use. 
DETAIL CLEAN AND INVERT ALL CLEAN MULTI-USE UTENSILS WHEN STORED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. 
REPAIR CHEST FREEZER LIDS, ELIMINATING ANY PHYSICAL CONTAMINATION OF FOODS STORED IN THE FREEZER. PAINT ALL SHELVES WOODEN AND WIRE, ALL WHEELS LEGS PREPTABLE SHELVES CLEANED THROUGHOUT STORE. WITH A NON-TOXIC PAINT. | 9. WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE - Comments: All food establishments shall be provided with an adequate supply of hot and cold water under pressure properly connected to the city water supply. 
REPLACE BROKEN HOT WATER TANK, NO HOT WATER. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. 
DETAIL CLEAN ALL EQUIPTMENT INSIDE AND OUTSIDE, TO INCLUDE ALL COOLERS, COOKING EQUIPTMENT,OVERHEAD VENTS ,FILTERS, STEAM TABLE, GASKETS ON ALL COOLERS WHEELS AND LEGS OF ALL TABLES.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. 
DETAIL CLEAN FLOORS THROUGHOUT, REPAIR/REPLACE ANY MISSING FLOOR TILES,REVENTING INSECT HORBAGE. MAKING FLOORS THROUGHOUT SMOOTH AND EASY CLEANABLE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned. 
MAKE ALL WALLS SMOOTH TIGHT FITTING WITHOUT ANY CRACKS, HOLES, OPENINGS AROUNT ELECTRICAL OUTLETS, PIPES. PAINT WITH A LIGHT COLOR. 
CLEAN AND/OR REPLACE MISSING CEILING TILES THROUGHOUT. CLEAN ALL CEILING FANS AND OTHER ATTACHED EQUIPTMENTS CLEAN/REPAIR FRONT WINDOW. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: All rooms in which food or drink is prepared, or in which utensils are washed, shall be lighted so that a minimum of 50-foot candles of light is available on all work surfaces. 
DETAIL CLEAN ALL LIGHT FIXTURES THROUGHOUT. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: None of the operations connected with food establishments shall be conducted in any room used as living or sleeping quarters. 
PROVIDE A SELF CLOSING DEVICE ON TOILET DOOR. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: The flow of air discharged from kitchen fans shall always be through a duct to a point above the roofline. 
PROVIDE STAINLESS STOPPERS FOR 3 COMP. SINK IN REAR, REPAIR LEAK AT 3 COMP. FAUCET, REPAIR/REPLACE MOP SINK IN REAR. (DETAIL CLEAN SAME). | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: All food establishments that display, prepare, or store potentially hazardous foods shall have calibrated metal stem thermometers, provided and conspicuous, for refrigerated and hot food units. 
PROVIDE THERMOMETERS INSIDE ALL COOLERS/FREEZERS VISIBLE. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors. 
REMOVE ALL BROKEN/UNWANTED ARTICLES IN STORE ELIMANITING ANY CLUTTER.",60609.0
9241 S Leavitt (2200W) ,KELLOGG ELEMENTARY SCHOOL,CHICAGO,KELLOGG ELEMENTARY SCHOOL,School,2014-11-10T00:00:00.000,1501675,Canvass Re-Inspection,41.72525314614666,23971.0,"{'type': 'Point', 'coordinates': [-87.677195554999, 41.725253146147]}",-87.67719555499882,Fail,Risk 2 (Medium),IL,"26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: SEE VIOLATION #14 | 14. PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090 - Comments: PREVIOUS SERIOUS VIOLATION #26 -NO HOT WATER IN STUDENT WASHROOMS IN MOBILE UNIT.STILL EXIST FROM LAST INSPECTION REPORT DATED 10-17-2014,REPORT #1497909. MUST PROVIDE HOT AND COLD RUNNING WATER OR TEMPERARED WATER AT HAND SINKS.CRITICAL VIOLATION ISSUED 7-42-090 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FOUND SUPPLIES ON FLOORS IN BOILER ROOM.MUST ELEVATE PROPERLY ON SHELIVING,PALLETS.ALSO CLEAN DEBRIS FROM FLOORS IN JANITOR CLOSETS. 
 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED GAS STOVE IN TEACHERS LOUNGE NOT VENTED.MUST INSTALL ADEQUATE VENTILATION OR REMOVE STOVE  
 | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CORRECTED",60620.0
1258 S CANAL ST ,JASON'S DELI,CHICAGO,JASON'S DELI,Restaurant,2011-12-14T00:00:00.000,565648,Canvass Re-Inspection,41.86565118211974,1909063.0,"{'type': 'Point', 'coordinates': [-87.639344630782, 41.86565118212]}",-87.63934463078186,Pass,Risk 1 (High),IL,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Corrected. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: Corrected. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: THE BACKFLOW DEVICE NEXT TO THE MOP SINK LEAKS, REPAIR THE DEVICE. THE DISH SPRAYER LEAKS REPAIR LEAK. | 26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: Corrected. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: THE DRAWER COOLER SEALS AND FRAMES ARE DIRTY, THE PRODUCE CUTTING BOARD IS STAINED AND THE COOLER RACKS HAVE SOME FOOD DEBRIS. THE SILICNE SPATULAS ARE STAINED BROWN. WASH, RINSE AND SANITIZE THE EQUIPMENT AND UTENSILS IN DETAIL.",60607.0
2334 W CERMAK RD ,WEN CAI CHINESE KITCHEN,CHICAGO,WEN CAI CHINESE KITCHEN,Restaurant,2016-07-07T00:00:00.000,1938176,Short Form Complaint,41.85214901917227,2098861.0,"{'type': 'Point', 'coordinates': [-87.684653174096, 41.852149019172]}",-87.68465317409553,Pass,Risk 1 (High),IL,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED DUSTY DRY STORAGE SHELVES LOCATED IN THE REAR. INSTRUCTED TO CLEAN AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments:  OBSERVED MINOR FOOD DEBRIS ALONG THE WALL AND IN THE CORNERS UNDER THE DRY STORAGE SHELVES LOCATED IN THE REAR. INSTRUCTED TO CLEAN AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments:  OBSERVED MOP HEADS BEING STORED DOWNWARD. INSTRUCTED TO STORE ALL MOP HEADS UPRIGHT AND MAINTAIN.",60608.0
5344 W FULLERTON AVE ,CIELITO LINDO RESTAURANT INC,CHICAGO,CIELITO LINDO RESTAURANT INC,Restaurant,2010-07-29T00:00:00.000,277860,Canvass,41.92416135745671,1336088.0,"{'type': 'Point', 'coordinates': [-87.760453938733, 41.924161357457]}",-87.76045393873316,Pass,Risk 1 (High),IL,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. INSTRUCTED TO CLEAN THE FLOORS ALONG THE WALLS AND IN ALL CORNERS IN PREP AREA AND IN BOILER/MOP ROOM. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors. INSTRUCTED MANAGER TO REMOVE UNNECESSARY ARTICLES AND CLUTTER (EG EMPTY SODA CAN, PLASTIC, WOOD ETC.) STORED IN REAR (CORNER) OUTSIDE PATIO AREA TO PREVENT RODENT AND INSECT HARBORAGE. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. NOTED RUST BUILD-UP AT THE EXTERIOR SURFACES OF FREEZER IN REAR OUTSIDE AREA. INSTRUCTED TO REPAINT. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: Between uses and during storage ice dispensing utensils and ice receptacles shall be stored in a way that protects them from contamination. ICE SCOOP MUST BE STORED IN A SEPARATE CLEAN CONTAINER TO PREVENT CONTAMINATION.",60639.0
3760 N HALSTED ST ,IHOP,CHICAGO,IHOP,Restaurant,2010-12-01T00:00:00.000,468205,Complaint,41.950901157508035,50037.0,"{'type': 'Point', 'coordinates': [-87.649771838187, 41.950901157508]}",-87.64977183818694,Pass w/ Conditions,Risk 1 (High),IL,"6. HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS. - Comments: All employees who handle food shall wash their hands as often as necessary to maintain a high degree of personal cleanliness and should conform to hygienic practices prescribed by the Board of Health. 
 
POOR HYGIENIC PRACTICES.OBSERVED EMPLOYEE DOING MULTI TASK FROM HANDLING DIRTY RAGS TO GO OUT FROM PREP AREA,RETURNED AND WITHOUT WASHING HANDS CONTINUE TO WRAP SLICE HAM, A READY TO EAT  PRODUCTS.INFORMATION GIVEN TO MANAGER ON HAND WASHING. CRITICAL VIOLATION:7-38-010(A) HOOOO70709-16 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health. 
 
REPAIR LEAKING UNDER THE ICE BIN CONTAINER IN FRONT AREA,NEX TO COFFEE STATION.",60613.0
2222 N KEDZIE AVE ,SMART LOVE FAMILY SERVICES,CHICAGO,SMART LOVE FAMILY SERVICES,Daycare (2 - 6 Years),2017-09-28T00:00:00.000,2089032,License,41.921835372785665,2446479.0,"{'type': 'Point', 'coordinates': [-87.707272534508, 41.921835372786]}",-87.7072725345085,Pass,Risk 1 (High),IL,,60647.0
10429 S EWING AVE ,LAS 3 ABEJAS,CHICAGO,3 ABEJAS,Restaurant,2016-03-16T00:00:00.000,1734255,Canvass,41.70550648249998,2428427.0,"{'type': 'Point', 'coordinates': [-87.535139453239, 41.7055064825]}",-87.53513945323924,Pass,Risk 1 (High),IL,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED A FEW WATER STAIN CEILING TILES IN THE FRONT PREP AREA, ALSO NOTED A FEW DIRTY LIGHT SHEILDS AND CEILING TILES IN THE SAME AREA. MUST CLEAN AND/OR REPLACE AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED A LEAK AT THE FRONT EXPOSED HAND SINK COLD WATER KNOB. MUST REPAIR AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED REAR PREP AREA CLUTTERED. MUST ORGANIZE FOR CLEANING AND PEST MONITORING.",60617.0
1363 W WILSON AVE ,NIGERIAN KITCHEN,CHICAGO,NIGERIAN KITCHEN,Restaurant,2014-07-31T00:00:00.000,1482299,Complaint,41.965184639305924,1577572.0,"{'type': 'Point', 'coordinates': [-87.664870584379, 41.965184639306]}",-87.66487058437944,Pass,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: EXTERIOR AND INTERIOR OF CHEST FREEZER LID IS IN POOR REPAIR.LID IS BEEN REPAIRED WITH TAPE OVER AND OVER,TAPE IS COMING OFF FROM LID,EXPOSED INSULATION.INSTRUCTED TO REPLACE LIDS.SURFACE MUST BE SMOOTH,CLEANABLE AND NON-ABSORBENT MATERIAL.UNIT IS LOCATED BY THE DEEP FRYERS,EAST WALL | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: EXCESS ICE BUILD-UP INSIDE THE CHEST FREEZER,INSTRUCTED TO REMOVE ,CLEAN AND MAINTAIN | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: GREASE AND FOOD DEBRIS ON FLOOR UNDER THE COOKING EQUIPMENT.INSTRUCTED TO CLEAN AND MAINTAIN.CARPET ON THE PARTY ROOM IN POOR CONDITION,BROKEN AND SOILED,INSTRUCTED TO REPAIR AND SHAMPOO CARPET ON SAID ROOM. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: FOOD STAINS ON WEST WALL ABOVE PREP TABLE,INSTRUCTED TO CLEAN AND MAINTAIN  | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments:  EMPLOYEE AND CERTIFIED FOOD HANDLER NOT WEARING HAIR RESTRAINT IN PREP AREA.EVERYONE MUST WEAR HAIR RESTRAINT IN PREP AREA.  | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: PARTY ROOM DISORGANIZED INSTRUCTED TO ORGANIZE SAID ROOM FROM TABLES,CHAIRS ETC. ",60640.0
